"Plot Title: 20058353"
"#","Date Time, GMT+05:00","Temp, °C (LGR S/N: 20058353, SEN S/N: 20058353)","Intensity, Lux (LGR S/N: 20058353, SEN S/N: 20058353)"
1,04/01/17 06:00:00 PM,33.014,0.0
2,04/01/17 06:15:00 PM,32.911,0.0
3,04/01/17 06:30:00 PM,32.807,0.0
4,04/01/17 06:45:00 PM,32.704,0.0
5,04/01/17 07:00:00 PM,32.497,0.0
6,04/01/17 07:15:00 PM,32.291,0.0
7,04/01/17 07:30:00 PM,32.086,0.0
8,04/01/17 07:45:00 PM,31.983,0.0
9,04/01/17 08:00:00 PM,31.880,0.0
10,04/01/17 08:15:00 PM,31.778,0.0
11,04/01/17 08:30:00 PM,31.778,0.0
12,04/01/17 08:45:00 PM,31.676,0.0
13,04/01/17 09:00:00 PM,31.574,0.0
14,04/01/17 09:15:00 PM,31.574,0.0
15,04/01/17 09:30:00 PM,31.472,0.0
16,04/01/17 09:45:00 PM,31.472,0.0
17,04/01/17 10:00:00 PM,31.472,0.0
18,04/01/17 10:15:00 PM,31.472,0.0
19,04/01/17 10:30:00 PM,31.472,0.0
20,04/01/17 10:45:00 PM,31.370,0.0
21,04/01/17 11:00:00 PM,31.370,0.0
22,04/01/17 11:15:00 PM,31.370,0.0
23,04/01/17 11:30:00 PM,31.268,0.0
24,04/01/17 11:45:00 PM,31.268,0.0
25,04/02/17 12:00:00 AM,31.268,0.0
26,04/02/17 12:15:00 AM,31.268,0.0
27,04/02/17 12:30:00 AM,31.166,0.0
28,04/02/17 12:45:00 AM,31.166,0.0
29,04/02/17 01:00:00 AM,31.166,0.0
30,04/02/17 01:15:00 AM,31.064,0.0
31,04/02/17 01:30:00 AM,31.064,0.0
32,04/02/17 01:45:00 AM,31.064,0.0
33,04/02/17 02:00:00 AM,31.064,0.0
34,04/02/17 02:15:00 AM,31.064,0.0
35,04/02/17 02:30:00 AM,30.963,0.0
36,04/02/17 02:45:00 AM,30.963,0.0
37,04/02/17 03:00:00 AM,30.963,0.0
38,04/02/17 03:15:00 AM,30.862,0.0
39,04/02/17 03:30:00 AM,30.862,0.0
40,04/02/17 03:45:00 AM,30.862,0.0
41,04/02/17 04:00:00 AM,30.862,0.0
42,04/02/17 04:15:00 AM,30.862,0.0
43,04/02/17 04:30:00 AM,30.760,0.0
44,04/02/17 04:45:00 AM,30.760,0.0
45,04/02/17 05:00:00 AM,30.760,0.0
46,04/02/17 05:15:00 AM,30.760,0.0
